,survey_id,survey_date,survey_name,question_description,response_total,response_1_text,response_1_percent,response_2_text,response_2_percent,response_3_text,response_3_percent,response_4_text,response_4_percent,response_5_text,response_5_percent,response_6_text,response_6_percent,response_7_text,response_7_percent
21,344,2017-04-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),307,Extremely Dissatisfied,0.0262,Very Dissatisfied,0.0262,Somewhat Dissatisfied,0.1165,Neutral,0.0707,Somewhat Satisfied,0.2251,Very Satisfied,0.3553,Extremely Satisfied,0.1873
22,345,2017-04-01,MBTA Customer Opinion Panel,,324,Extremely Dissatisfied,0.0255,Very Dissatisfied,0.0255,Somewhat Dissatisfied,0.0935,Neutral,0.114,Somewhat Satisfied,0.2497,Very Satisfied,0.3442,Extremely Satisfied,0.1308999999
23,933,2017-04-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,324,Extremely Dissatisfied,0.0194,Very Dissatisfied,0.0194,Somewhat Dissatisfied,0.1363,Neutral,0.0862,Somewhat Satisfied,0.3596,Very Satisfied,0.2685,Extremely Satisfied,0.0739
24,934,2017-04-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,324,Extremely Dissatisfied,0.0255,Very Dissatisfied,0.0255,Somewhat Dissatisfied,0.0935,Neutral,0.114,Somewhat Satisfied,0.2497,Very Satisfied,0.3442,Extremely Satisfied,0.1308999999
25,935,2017-04-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,324,Extremely Unlikely,0.0007,Very Unlikely,0.0007,Somewhat Unlikely,0.0063,Neither Likely nor Unlikely,0.0559,Somewhat Likely,0.0519,Very Likely,0.2388,Extremely Likely,0.6402
26,936,2017-04-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,320,Extremely Unlikely,0.0258,Very Unlikely,0.0258,Somewhat Unlikely,0.0584,Neither Likely nor Unlikely,0.1513,Somewhat Likely,0.2224,Very Likely,0.1857,Extremely Likely,0.3184
27,937,2017-04-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,319,Strongly Disagree,0.1162,Disagree,0.1162,Slightly Disagree,0.1733,Neither Agree nor Disagree,0.1123,Slightly Agree,0.1901,Agree,0.2644,Strongly Agree,0.055
28,938,2017-04-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,318,Strongly Disagree,0.1639,Disagree,0.1639,Slightly Disagree,0.1388,Neither Agree nor Disagree,0.1878,Slightly Agree,0.1483,Agree,0.1732,Strongly Agree,0.0579
29,939,2017-04-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,318,Strongly Disagree,0.0688,Disagree,0.0688,Slightly Disagree,0.1133,Neither Agree nor Disagree,0.1359,Slightly Agree,0.293,Agree,0.248,Strongly Agree,0.0631
30,940,2017-04-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,317,Strongly Disagree,0.0487,Disagree,0.0487,Slightly Disagree,0.0973,Neither Agree nor Disagree,0.122,Slightly Agree,0.1894,Agree,0.2662,Strongly Agree,0.1644
31,941,2017-04-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,317,Strongly Disagree,0.1437,Disagree,0.1437,Slightly Disagree,0.221,Neither Agree nor Disagree,0.1288,Slightly Agree,0.1852,Agree,0.1433,Strongly Agree,0.0461
32,942,2017-04-01,MBTA Customer Opinion Panel,Wait time at stop,316,Unacceptable,0.0448,Very Poor,0.0448,Poor,0.0488,Fair,0.1903,Good,0.2221,Very Good,0.2021,Excellent,0.2731
33,943,2017-04-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,316,Unacceptable,0.0105,Very Poor,0.0105,Poor,0.075,Fair,0.2746,Good,0.2413,Very Good,0.24,Excellent,0.1441
34,944,2017-04-01,MBTA Customer Opinion Panel,Vehicle crowdedness,319,Unacceptable,0.0721,Very Poor,0.0721,Poor,0.0734,Fair,0.1698,Good,0.2524,Very Good,0.1892,Excellent,0.1964
35,945,2017-04-01,MBTA Customer Opinion Panel,Vehicle cleanliness,315,Unacceptable,0.0072,Very Poor,0.0072,Poor,0.0787,Fair,0.2285,Good,0.3175,Very Good,0.1931,Excellent,0.1728
36,946,2017-04-01,MBTA Customer Opinion Panel,Speed/travel time,319,Unacceptable,0.029,Very Poor,0.029,Poor,0.0611,Fair,0.1846,Good,0.2705,Very Good,0.2581999999,Excellent,0.1688
37,947,2017-04-01,MBTA Customer Opinion Panel,Parking availability,320,Unacceptable,0.0558,Very Poor,0.0558,Poor,0.0038,Fair,0.1862,Good,0.1704,Very Good,0.2569,Excellent,0.2379
38,948,2017-04-01,MBTA Customer Opinion Panel,Real-time communications,320,Unacceptable,0.0274,Very Poor,0.0274,Poor,0.1135,Fair,0.2091,Good,0.2407,Very Good,0.162,Excellent,0.2099
39,949,2017-04-01,MBTA Customer Opinion Panel,Mbta website,103,Extremely Dissatisfied,0.0247,Very Dissatisfied,0.0247,Somewhat Dissatisfied,0.0918,Neutral,0.1873,Somewhat Satisfied,0.25069999989999997,Very Satisfied,0.3119,Extremely Satisfied,0.1192
40,950,2017-04-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),264,Extremely Dissatisfied,0.0174,Very Dissatisfied,0.0174,Somewhat Dissatisfied,0.1043,Neutral,0.0506,Somewhat Satisfied,0.2639,Very Satisfied,0.3117,Extremely Satisfied,0.2336
41,951,2017-04-01,MBTA Customer Opinion Panel,In-station announcements,262,Extremely Dissatisfied,0.0146,Very Dissatisfied,0.0146,Somewhat Dissatisfied,0.1262,Neutral,0.1676,Somewhat Satisfied,0.3332,Very Satisfied,0.182,Extremely Satisfied,0.0959
42,952,2017-04-01,MBTA Customer Opinion Panel,On-vehicle announcements,295,Extremely Dissatisfied,0.0207,Very Dissatisfied,0.0207,Somewhat Dissatisfied,0.1727,Neutral,0.1945,Somewhat Satisfied,0.2664,Very Satisfied,0.1714,Extremely Satisfied,0.0972
43,953,2017-04-01,MBTA Customer Opinion Panel,T-alerts,291,Extremely Dissatisfied,0.0368,Very Dissatisfied,0.0368,Somewhat Dissatisfied,0.1185,Neutral,0.1758,Somewhat Satisfied,0.2371,Very Satisfied,0.2379,Extremely Satisfied,0.1269
44,954,2017-04-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),307,Extremely Dissatisfied,0.0262,Very Dissatisfied,0.0262,Somewhat Dissatisfied,0.1165,Neutral,0.0707,Somewhat Satisfied,0.2251,Very Satisfied,0.3553,Extremely Satisfied,0.1873
45,955,2017-04-01,MBTA Customer Opinion Panel,,324,Extremely Dissatisfied,0.0255,Very Dissatisfied,0.0255,Somewhat Dissatisfied,0.0935,Neutral,0.114,Somewhat Satisfied,0.2497,Very Satisfied,0.3442,Extremely Satisfied,0.1308999999
0,1226,2018-09-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,1691,Extremely Dissatisfied,0.0672,Very Dissatisfied,0.0672,Somewhat Dissatisfied,0.1369,Neutral,0.0972,Somewhat Satisfied,0.2471,Very Satisfied,0.3024,Extremely Satisfied,0.0388
1,1227,2018-09-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,1691,Extremely Dissatisfied,0.0708,Very Dissatisfied,0.0708,Somewhat Dissatisfied,0.1114,Neutral,0.1228,Somewhat Satisfied,0.1472,Very Satisfied,0.3452,Extremely Satisfied,0.1166
2,1228,2018-09-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,1691,Strongly Disagree,0.1228,Disagree,0.1228,Slightly Disagree,0.1765,Neither Agree nor Disagree,0.0878,Slightly Agree,0.265,Agree,0.1849,Strongly Agree,0.0334
3,1229,2018-09-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,1691,Extremely Dissatisfied,0.0557,Very Dissatisfied,0.0557,Somewhat Dissatisfied,0.1506,Neutral,0.1344,Somewhat Satisfied,0.2655,Very Satisfied,0.2494,Extremely Satisfied,0.043
4,1267,2018-09-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,1691,Extremely Dissatisfied,0.0672,Very Dissatisfied,0.0672,Somewhat Dissatisfied,0.1369,Neutral,0.0972,Somewhat Satisfied,0.2471,Very Satisfied,0.3024,Extremely Satisfied,0.0388
5,1268,2018-09-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,1691,Extremely Dissatisfied,0.0708,Very Dissatisfied,0.0708,Somewhat Dissatisfied,0.1114,Neutral,0.1228,Somewhat Satisfied,0.1472,Very Satisfied,0.3452,Extremely Satisfied,0.1166
6,1269,2018-09-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,1691,Strongly Disagree,0.1228,Disagree,0.1228,Slightly Disagree,0.1765,Neither Agree nor Disagree,0.0878,Slightly Agree,0.265,Agree,0.1849,Strongly Agree,0.0334
7,1270,2018-09-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,1691,Extremely Dissatisfied,0.0557,Very Dissatisfied,0.0557,Somewhat Dissatisfied,0.1506,Neutral,0.1344,Somewhat Satisfied,0.2655,Very Satisfied,0.2494,Extremely Satisfied,0.043
0,1222,2018-08-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,1874,Extremely Dissatisfied,0.0538,Very Dissatisfied,0.0538,Somewhat Dissatisfied,0.1604,Neutral,0.0939,Somewhat Satisfied,0.234,Very Satisfied,0.3079,Extremely Satisfied,0.0459
1,1223,2018-08-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,1740,Extremely Dissatisfied,0.0522,Very Dissatisfied,0.0522,Somewhat Dissatisfied,0.0867,Neutral,0.1142,Somewhat Satisfied,0.155,Very Satisfied,0.4115,Extremely Satisfied,0.1199
2,1224,2018-08-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,1549,Strongly Disagree,0.1078,Disagree,0.1078,Slightly Disagree,0.1699,Neither Agree nor Disagree,0.0999,Slightly Agree,0.2528,Agree,0.1765,Strongly Agree,0.0381
3,1225,2018-08-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,1873,Extremely Dissatisfied,0.0508,Very Dissatisfied,0.0508,Somewhat Dissatisfied,0.1593,Neutral,0.1448,Somewhat Satisfied,0.2234,Very Satisfied,0.277,Extremely Satisfied,0.0445
4,1263,2018-08-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,1874,Extremely Dissatisfied,0.0538,Very Dissatisfied,0.0538,Somewhat Dissatisfied,0.1604,Neutral,0.0939,Somewhat Satisfied,0.234,Very Satisfied,0.3079,Extremely Satisfied,0.0459
5,1264,2018-08-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,1740,Extremely Dissatisfied,0.0522,Very Dissatisfied,0.0522,Somewhat Dissatisfied,0.0867,Neutral,0.1142,Somewhat Satisfied,0.155,Very Satisfied,0.4115,Extremely Satisfied,0.1199
6,1265,2018-08-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,1549,Strongly Disagree,0.1078,Disagree,0.1078,Slightly Disagree,0.1699,Neither Agree nor Disagree,0.0999,Slightly Agree,0.2528,Agree,0.1765,Strongly Agree,0.0381
7,1266,2018-08-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,1873,Extremely Dissatisfied,0.0508,Very Dissatisfied,0.0508,Somewhat Dissatisfied,0.1593,Neutral,0.1448,Somewhat Satisfied,0.2234,Very Satisfied,0.277,Extremely Satisfied,0.0445
0,1230,2018-10-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,1489,Extremely Dissatisfied,0.054,Very Dissatisfied,0.054,Somewhat Dissatisfied,0.1214,Neutral,0.0868,Somewhat Satisfied,0.2569,Very Satisfied,0.3258,Extremely Satisfied,0.0551
1,1231,2018-10-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,1476,Extremely Dissatisfied,0.0581,Very Dissatisfied,0.0581,Somewhat Dissatisfied,0.1159,Neutral,0.0993,Somewhat Satisfied,0.1448,Very Satisfied,0.3926,Extremely Satisfied,0.1174
2,1232,2018-10-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,1468,Strongly Disagree,0.1023,Disagree,0.1023,Slightly Disagree,0.1612,Neither Agree nor Disagree,0.0957,Slightly Agree,0.2959,Agree,0.1939,Strongly Agree,0.0388
3,1233,2018-10-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,1489,Extremely Dissatisfied,0.0573,Very Dissatisfied,0.0573,Somewhat Dissatisfied,0.126,Neutral,0.1338,Somewhat Satisfied,0.25269999989999997,Very Satisfied,0.2958,Extremely Satisfied,0.0489
4,1271,2018-10-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,1489,Extremely Dissatisfied,0.054,Very Dissatisfied,0.054,Somewhat Dissatisfied,0.1214,Neutral,0.0868,Somewhat Satisfied,0.2569,Very Satisfied,0.3258,Extremely Satisfied,0.0551
5,1272,2018-10-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,1476,Extremely Dissatisfied,0.0581,Very Dissatisfied,0.0581,Somewhat Dissatisfied,0.1159,Neutral,0.0993,Somewhat Satisfied,0.1448,Very Satisfied,0.3926,Extremely Satisfied,0.1174
6,1273,2018-10-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,1468,Strongly Disagree,0.1023,Disagree,0.1023,Slightly Disagree,0.1612,Neither Agree nor Disagree,0.0957,Slightly Agree,0.2959,Agree,0.1939,Strongly Agree,0.0388
7,1274,2018-10-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,1489,Extremely Dissatisfied,0.0573,Very Dissatisfied,0.0573,Somewhat Dissatisfied,0.126,Neutral,0.1338,Somewhat Satisfied,0.25269999989999997,Very Satisfied,0.2958,Extremely Satisfied,0.0489
0,1960,2019-03-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,1182,Extremely Dissatisfied,0.0616,Very Dissatisfied,0.0616,Somewhat Dissatisfied,0.113,Neutral,0.0977,Somewhat Satisfied,0.1469,Very Satisfied,0.4131,Extremely Satisfied,0.1059
1,1961,2019-03-01,MBTA Customer Opinion Panel,How satisfied are you with the MBTA's communication overall?,1185,Extremely Dissatisfied,0.0515,Very Dissatisfied,0.0515,Somewhat Dissatisfied,0.1293999999,Neutral,0.1352,Somewhat Satisfied,0.2344,Very Satisfied,0.2992,Extremely Satisfied,0.042
2,1962,2019-03-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,1185,Extremely Dissatisfied,0.061,Very Dissatisfied,0.061,Somewhat Dissatisfied,0.1415,Neutral,0.09,Somewhat Satisfied,0.2614,Very Satisfied,0.3032,Extremely Satisfied,0.0484
3,1963,2019-03-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,1180,Strongly Disagree,0.1064,Disagree,0.1064,Slightly Disagree,0.1743,Neither Agree nor Disagree,0.1077,Slightly Agree,0.2781,Agree,0.1932,Strongly Agree,0.0294
0,139,2016-08-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,419,Extremely Dissatisfied,0.0361,Very Dissatisfied,0.0361,Somewhat Dissatisfied,0.1796,Neutral,0.0775,Somewhat Satisfied,0.3437,Very Satisfied,0.2693,Extremely Satisfied,0.0353
1,140,2016-08-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,411,Extremely Dissatisfied,0.0433,Very Dissatisfied,0.0433,Somewhat Dissatisfied,0.115,Neutral,0.1278,Somewhat Satisfied,0.2211,Very Satisfied,0.3894,Extremely Satisfied,0.0693
2,141,2016-08-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,411,Extremely Unlikely,0.0181,Very Unlikely,0.0181,Somewhat Unlikely,0.0036,Neither Likely nor Unlikely,0.0272,Somewhat Likely,0.0453,Very Likely,0.2918,Extremely Likely,0.6072
3,142,2016-08-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,410,Extremely Unlikely,0.0568,Very Unlikely,0.0568,Somewhat Unlikely,0.0646,Neither Likely nor Unlikely,0.1269,Somewhat Likely,0.2098,Very Likely,0.2656,Extremely Likely,0.2204
4,143,2016-08-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,409,Strongly Disagree,0.1348,Disagree,0.1348,Slightly Disagree,0.1549,Neither Agree nor Disagree,0.1086,Slightly Agree,0.2291,Agree,0.2123,Strongly Agree,0.0648
5,144,2016-08-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,409,Strongly Disagree,0.1747,Disagree,0.1747,Slightly Disagree,0.1342,Neither Agree nor Disagree,0.233,Slightly Agree,0.1219,Agree,0.1045,Strongly Agree,0.0408
6,145,2016-08-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,409,Strongly Disagree,0.0827,Disagree,0.0827,Slightly Disagree,0.1418,Neither Agree nor Disagree,0.1107,Slightly Agree,0.2349,Agree,0.2879,Strongly Agree,0.0462
7,146,2016-08-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,409,Strongly Disagree,0.0991,Disagree,0.0991,Slightly Disagree,0.1219,Neither Agree nor Disagree,0.1157,Slightly Agree,0.1844,Agree,0.25729999989999996,Strongly Agree,0.1193
8,147,2016-08-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,409,Strongly Disagree,0.1559,Disagree,0.1559,Slightly Disagree,0.1892,Neither Agree nor Disagree,0.1335,Slightly Agree,0.2143,Agree,0.1529,Strongly Agree,0.0218
9,148,2016-08-01,MBTA Customer Opinion Panel,Wait time at stop,405,Unacceptable,0.0516,Very Poor,0.0516,Poor,0.0672,Fair,0.1685,Good,0.2486,Very Good,0.2321,Excellent,0.2091
10,149,2016-08-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,408,Unacceptable,0.0205,Very Poor,0.0205,Poor,0.0719,Fair,0.1738,Good,0.3236,Very Good,0.2479,Excellent,0.1292
11,150,2016-08-01,MBTA Customer Opinion Panel,Vehicle crowdedness,409,Unacceptable,0.046,Very Poor,0.046,Poor,0.119,Fair,0.1798,Good,0.229,Very Good,0.213,Excellent,0.162
12,151,2016-08-01,MBTA Customer Opinion Panel,Vehicle cleanliness,410,Unacceptable,0.0117,Very Poor,0.0117,Poor,0.0646999999,Fair,0.2378,Good,0.2845,Very Good,0.2318,Excellent,0.1348
13,152,2016-08-01,MBTA Customer Opinion Panel,Speed/travel time,411,Unacceptable,0.0395,Very Poor,0.0395,Poor,0.0706,Fair,0.2037,Good,0.2796,Very Good,0.2296,Excellent,0.1394
14,153,2016-08-01,MBTA Customer Opinion Panel,Parking availability,147,Unacceptable,0.0641,Very Poor,0.0641,Poor,0.0358,Fair,0.1943,Good,0.2279,Very Good,0.166,Excellent,0.2207
15,154,2016-08-01,MBTA Customer Opinion Panel,Real-time communications,326,Unacceptable,0.0292,Very Poor,0.0292,Poor,0.0637,Fair,0.1997,Good,0.262,Very Good,0.1963,Excellent,0.1611
16,155,2016-08-01,MBTA Customer Opinion Panel,Mbta website,353,Extremely Dissatisfied,0.0126,Very Dissatisfied,0.0126,Somewhat Dissatisfied,0.0741,Neutral,0.1866,Somewhat Satisfied,0.2958,Very Satisfied,0.3114,Extremely Satisfied,0.0947
17,156,2016-08-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),373,Extremely Dissatisfied,0.033,Very Dissatisfied,0.033,Somewhat Dissatisfied,0.0908,Neutral,0.095,Somewhat Satisfied,0.1922,Very Satisfied,0.3284,Extremely Satisfied,0.2258
18,157,2016-08-01,MBTA Customer Opinion Panel,In-station announcements,371,Extremely Dissatisfied,0.0451,Very Dissatisfied,0.0451,Somewhat Dissatisfied,0.1117,Neutral,0.2013,Somewhat Satisfied,0.288,Very Satisfied,0.2144,Extremely Satisfied,0.0767
19,158,2016-08-01,MBTA Customer Opinion Panel,On-vehicle announcements,391,Extremely Dissatisfied,0.0651,Very Dissatisfied,0.0651,Somewhat Dissatisfied,0.2176,Neutral,0.2072,Somewhat Satisfied,0.1991,Very Satisfied,0.1735,Extremely Satisfied,0.0623
20,159,2016-08-01,MBTA Customer Opinion Panel,T-alerts,358,Extremely Dissatisfied,0.0331,Very Dissatisfied,0.0331,Somewhat Dissatisfied,0.0964,Neutral,0.2375,Somewhat Satisfied,0.2566,Very Satisfied,0.2388,Extremely Satisfied,0.0934
21,160,2016-08-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),258,Extremely Dissatisfied,0.0341,Very Dissatisfied,0.0341,Somewhat Dissatisfied,0.0763,Neutral,0.1283,Somewhat Satisfied,0.2387,Very Satisfied,0.3175,Extremely Satisfied,0.1633
22,161,2016-08-01,MBTA Customer Opinion Panel,,411,Extremely Dissatisfied,0.0433,Very Dissatisfied,0.0433,Somewhat Dissatisfied,0.115,Neutral,0.1278,Somewhat Satisfied,0.2211,Very Satisfied,0.3894,Extremely Satisfied,0.0693
23,749,2016-08-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,419,Extremely Dissatisfied,0.0361,Very Dissatisfied,0.0361,Somewhat Dissatisfied,0.1796,Neutral,0.0775,Somewhat Satisfied,0.3437,Very Satisfied,0.2693,Extremely Satisfied,0.0353
24,750,2016-08-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,411,Extremely Dissatisfied,0.0433,Very Dissatisfied,0.0433,Somewhat Dissatisfied,0.115,Neutral,0.1278,Somewhat Satisfied,0.2211,Very Satisfied,0.3894,Extremely Satisfied,0.0693
25,751,2016-08-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,411,Extremely Unlikely,0.0181,Very Unlikely,0.0181,Somewhat Unlikely,0.0036,Neither Likely nor Unlikely,0.0272,Somewhat Likely,0.0453,Very Likely,0.2918,Extremely Likely,0.6072
26,752,2016-08-01,MBTA Customer Opinion Panel,How likely are you to recommend the mbta to a friend or colleague?,410,Extremely Unlikely,0.0568,Very Unlikely,0.0568,Somewhat Unlikely,0.0646,Neither Likely nor Unlikely,0.1269,Somewhat Likely,0.2098,Very Likely,0.2656,Extremely Likely,0.2204
27,753,2016-08-01,MBTA Customer Opinion Panel,The mbta provides reliable public transportation services.,409,Strongly Disagree,0.1348,Disagree,0.1348,Slightly Disagree,0.1549,Neither Agree nor Disagree,0.1086,Slightly Agree,0.2291,Agree,0.2123,Strongly Agree,0.0648
28,754,2016-08-01,MBTA Customer Opinion Panel,The mbta is a cost-conscious organization.,409,Strongly Disagree,0.1747,Disagree,0.1747,Slightly Disagree,0.1342,Neither Agree nor Disagree,0.233,Slightly Agree,0.1219,Agree,0.1045,Strongly Agree,0.0408
29,755,2016-08-01,MBTA Customer Opinion Panel,The mbta uses technology to meet the needs and demands of its riders.,409,Strongly Disagree,0.0827,Disagree,0.0827,Slightly Disagree,0.1418,Neither Agree nor Disagree,0.1107,Slightly Agree,0.2349,Agree,0.2879,Strongly Agree,0.0462
30,756,2016-08-01,MBTA Customer Opinion Panel,The mbta is a good value for the money.,409,Strongly Disagree,0.0991,Disagree,0.0991,Slightly Disagree,0.1219,Neither Agree nor Disagree,0.1157,Slightly Agree,0.1844,Agree,0.25729999989999996,Strongly Agree,0.1193
31,757,2016-08-01,MBTA Customer Opinion Panel,The mbta has a fleet of trains and buses that are clean and well maintained.,409,Strongly Disagree,0.1559,Disagree,0.1559,Slightly Disagree,0.1892,Neither Agree nor Disagree,0.1335,Slightly Agree,0.2143,Agree,0.1529,Strongly Agree,0.0218
32,758,2016-08-01,MBTA Customer Opinion Panel,Wait time at stop,405,Unacceptable,0.0516,Very Poor,0.0516,Poor,0.0672,Fair,0.1685,Good,0.2486,Very Good,0.2321,Excellent,0.2091
33,759,2016-08-01,MBTA Customer Opinion Panel,Stop condition &amp; cleanliness,408,Unacceptable,0.0205,Very Poor,0.0205,Poor,0.0719,Fair,0.1738,Good,0.3236,Very Good,0.2479,Excellent,0.1292
34,760,2016-08-01,MBTA Customer Opinion Panel,Vehicle crowdedness,409,Unacceptable,0.046,Very Poor,0.046,Poor,0.119,Fair,0.1798,Good,0.229,Very Good,0.213,Excellent,0.162
35,761,2016-08-01,MBTA Customer Opinion Panel,Vehicle cleanliness,410,Unacceptable,0.0117,Very Poor,0.0117,Poor,0.0646999999,Fair,0.2378,Good,0.2845,Very Good,0.2318,Excellent,0.1348
36,762,2016-08-01,MBTA Customer Opinion Panel,Speed/travel time,411,Unacceptable,0.0395,Very Poor,0.0395,Poor,0.0706,Fair,0.2037,Good,0.2796,Very Good,0.2296,Excellent,0.1394
37,763,2016-08-01,MBTA Customer Opinion Panel,Parking availability,147,Unacceptable,0.0641,Very Poor,0.0641,Poor,0.0358,Fair,0.1943,Good,0.2279,Very Good,0.166,Excellent,0.2207
38,764,2016-08-01,MBTA Customer Opinion Panel,Real-time communications,326,Unacceptable,0.0292,Very Poor,0.0292,Poor,0.0637,Fair,0.1997,Good,0.262,Very Good,0.1963,Excellent,0.1611
39,765,2016-08-01,MBTA Customer Opinion Panel,Mbta website,353,Extremely Dissatisfied,0.0126,Very Dissatisfied,0.0126,Somewhat Dissatisfied,0.0741,Neutral,0.1866,Somewhat Satisfied,0.2958,Very Satisfied,0.3114,Extremely Satisfied,0.0947
40,766,2016-08-01,MBTA Customer Opinion Panel,Real time arrival signage (countdown timers),373,Extremely Dissatisfied,0.033,Very Dissatisfied,0.033,Somewhat Dissatisfied,0.0908,Neutral,0.095,Somewhat Satisfied,0.1922,Very Satisfied,0.3284,Extremely Satisfied,0.2258
41,767,2016-08-01,MBTA Customer Opinion Panel,In-station announcements,371,Extremely Dissatisfied,0.0451,Very Dissatisfied,0.0451,Somewhat Dissatisfied,0.1117,Neutral,0.2013,Somewhat Satisfied,0.288,Very Satisfied,0.2144,Extremely Satisfied,0.0767
42,768,2016-08-01,MBTA Customer Opinion Panel,On-vehicle announcements,391,Extremely Dissatisfied,0.0651,Very Dissatisfied,0.0651,Somewhat Dissatisfied,0.2176,Neutral,0.2072,Somewhat Satisfied,0.1991,Very Satisfied,0.1735,Extremely Satisfied,0.0623
43,769,2016-08-01,MBTA Customer Opinion Panel,T-alerts,358,Extremely Dissatisfied,0.0331,Very Dissatisfied,0.0331,Somewhat Dissatisfied,0.0964,Neutral,0.2375,Somewhat Satisfied,0.2566,Very Satisfied,0.2388,Extremely Satisfied,0.0934
44,770,2016-08-01,MBTA Customer Opinion Panel,Real-time mobile apps (e.g. nextbus),258,Extremely Dissatisfied,0.0341,Very Dissatisfied,0.0341,Somewhat Dissatisfied,0.0763,Neutral,0.1283,Somewhat Satisfied,0.2387,Very Satisfied,0.3175,Extremely Satisfied,0.1633
45,771,2016-08-01,MBTA Customer Opinion Panel,,411,Extremely Dissatisfied,0.0433,Very Dissatisfied,0.0433,Somewhat Dissatisfied,0.115,Neutral,0.1278,Somewhat Satisfied,0.2211,Very Satisfied,0.3894,Extremely Satisfied,0.0693
0,185,2016-10-01,MBTA Customer Opinion Panel,How would you rate the mbta overall?,392,Extremely Dissatisfied,0.0243,Very Dissatisfied,0.0243,Somewhat Dissatisfied,0.142,Neutral,0.0906,Somewhat Satisfied,0.3565,Very Satisfied,0.2714,Extremely Satisfied,0.0291
1,186,2016-10-01,MBTA Customer Opinion Panel,How would you rate your most recent trip?,387,Extremely Dissatisfied,0.0362,Very Dissatisfied,0.0362,Somewhat Dissatisfied,0.1091,Neutral,0.1235,Somewhat Satisfied,0.25679999989999996,Very Satisfied,0.316,Extremely Satisfied,0.0904
2,187,2016-10-01,MBTA Customer Opinion Panel,How likely are you to continue using the mbta in the future?,387,Extremely Unlikely,0.0053,Very Unlikely,0.0053,Somewhat Unlikely,0.0095,Neither Likely nor Unlikely,0.0282,Somewhat Likely,0.0531,Very Likely,0.2834,Extremely Likely,0.6153
